CHROM	ID	nREF	nALT	nHET	nTs	nTv	avgDP	Singletons	Missing_Sites
chr_27	286_CC_UNK_RUS_F	511774	16018	26079	30815	11282	10.9	1481	30402
chr_27	252_CC_SRT_RUS_F	519470	14932	29256	32085	12103	12.4	1494	20615
chr_27	291_CC_UNK_RUS_F	518962	16976	25835	31138	11673	12.3	1356	22500
chr_27	294_CC_UNK_RUS_F	518155	16913	24957	30440	11430	12.8	1278	24248
chr_27	276_CC_UNK_RUS_F	527317	16786	27601	32150	12237	17.7	1633	12569
chr_27	436_CC_UNK_ROM_F	183540	3881	10505	11005	3381	2.9	1010	386347
chr_27	439_CC_UNK_RUS_F	251253	5948	13714	15047	4615	3.5	1373	313358
chr_27	441_CC_UNK_RUS_F	183938	3979	10157	10839	3297	2.9	1022	386199
chr_27	443_CC_UNK_RUS_F	224808	4984	12659	13412	4231	3.3	1173	341822
chr_27	440_CC_UNK_RUS_F	260988	5976	15025	16003	4998	3.6	1518	302284
chr_27	445_CC_UNK_TOG_F	266005	5974	15668	16521	5121	3.7	1548	296626
chr_27	431_CC_UNK_EST_F	341162	7950	21011	21981	6980	4.5	2033	214150
chr_27	433_CC_UNK_CHN_F	293120	7426	15444	17244	5626	3.9	1623	268283
chr_27	434_CC_UNK_UKR_F	275459	6532	16082	17186	5428	3.8	1374	286200
chr_27	414_CC_GRW_HUN_F	479676	14128	28153	30903	11378	10.5	1210	62316
chr_27	412_CC_GRW_HUN_F	483045	13687	28631	30881	11437	12.7	1242	58910
chr_27	410_CC_GRW_HUN_F	492898	14652	29052	31871	11833	15.4	1508	47671
chr_27	411_CC_GRW_HUN_F	417502	11169	24321	25992	9498	6.7	1092	131281
chr_27	413_CC_GRW_HUN_F	401959	11097	22774	24883	8988	6.3	835	148443
chr_27	416_CC_GRW_HUN_F	476484	13678	28285	30621	11342	13.2	1253	65826
chr_27	401_CO_SCC_RUS_F	330570	13557	20720	25197	9080	4.9	1316	219426
chr_27	415_CC_GRW_HUN_F	463946	13424	26675	29291	10808	10.4	1290	80228
chr_27	301_CC_UNK_RUS_F	433226	12569	23039	25878	9730	6.4	1151	115439
chr_27	400_CO_SCC_RUS_F	452118	20084	27746	34923	12907	7.6	1756	84325
chr_27	330_CO_SCC_RUS_F	494237	22179	31740	39169	14750	10.9	2256	36117
chr_27	310_CO_ACW_RUS_F	495488	22267	31935	39361	14841	11.0	2351	34583
chr_27	119_CC_UNK_ENG_F	502393	14665	29343	31986	12022	9.2	1825	37872
chr_27	357_CO_YBW_RUS_F	504006	22856	32819	40386	15289	13.8	2564	24592
chr_27	382_CO_PLW_RUS_F	503787	22759	33048	40519	15288	14.4	2699	24679
chr_27	387_CP_MBW_RUS_F	473797	45617	15112	44366	16363	13.9	24881	49747
chr_27	327_CO_SCC_RUS_F	500898	22731	31956	39453	15234	12.2	2203	28688
chr_28	437_CC_UNK_MAC_F	119930	2561	6440	6787	2214	3.0	690	221439
chr_28	442_CC_UNK_RUS_F	152385	3112	8638	8892	2858	3.5	1028	186235
chr_28	435_CC_UNK_UKR_F	139440	3149	7461	7879	2731	3.3	639	200320
chr_28	432_CC_UNK_IRA_F	157267	3520	8391	8970	2941	3.6	941	181192
chr_28	438_CC_UNK_RUS_F	177069	3685	10310	10677	3318	4.0	1151	159306
chr_28	444_CC_UNK_MON_F	168501	3546	9479	9804	3221	3.8	966	168844
chr_28	423_CC_GRW_HUN_F	256115	6892	14390	15536	5746	8.2	828	72973
chr_28	419_CC_GRW_HUN_F	264357	7186	14888	16026	6048	8.7	772	63939
chr_28	427_CC_GRW_HUN_F	239244	6205	13066	13968	5303	7.2	682	91855
chr_28	420_CC_GRW_HUN_F	224501	6048	11772	12958	4862	6.0	711	108049
chr_28	418_CC_GRW_HUN_F	212517	6133	9678	11491	4320	5.6	568	122042
chr_28	422_CC_GRW_HUN_F	210238	5515	11170	12152	4533	4.9	469	123447
chr_28	429_CC_GRW_HUN_F	234227	6115	13184	13967	5332	6.7	522	96844
chr_28	421_CC_GRW_HUN_F	193913	5065	10449	11303	4211	5.1	386	140943
chr_28	424_CC_GRW_HUN_F	214059	5645	11411	12440	4616	5.3	483	119255
chr_28	417_CC_GRW_HUN_F	217979	5821	12085	13003	4903	5.6	538	114485
chr_28	428_CC_GRW_HUN_F	218107	5458	12055	12671	4842	5.5	345	114750
chr_28	430_CC_GRW_HUN_F	228247	6105	12492	13435	5162	6.3	527	103526
chr_28	426_CC_GRW_HUN_F	243885	6466	13526	14491	5501	7.7	730	86493
chr_28	393_CC_UNK_RUS_F	195726	5214	9361	10616	3959	4.4	502	140069
chr_28	370_CO_PLW_RUS_F	164325	8585	9383	13109	4859	4.0	918	168077
chr_28	379_CO_PLW_RUS_F	220418	12688	11903	17960	6631	6.0	1075	105361
chr_28	120_CC_UNK_ENG_F	256485	6917	13546	14794	5669	6.4	910	73422
chr_28	380_CO_PLW_RUS_F	228384	13543	12255	18748	7050	6.4	1188	96188
chr_28	283_CC_UNK_RUS_F	278149	8302	13081	15567	5816	8.0	812	50838
chr_28	311_CO_ACW_RUS_F	282722	10221	15506	18587	7140	8.1	1157	41921
chr_28	285_CC_UNK_RUS_F	280445	8173	13812	15909	6076	8.0	778	47940
chr_28	381_CO_PLW_RUS_F	261870	16788	13802	22144	8446	10.3	1429	57910
chr_28	304_CC_UNK_RUS_F	295416	7946	16956	18013	6889	9.8	1271	30052
chr_28	362_CO_PLW_RUS_F	266754	17234	14411	22998	8647	12.4	1792	51971
chr_28	328_CC_SCC_RUS_F	291256	7978	16184	17485	6677	10.8	1099	34952
chr_28	317_CO_SCC_RUS_F	295954	10790	17174	20138	7826	12.1	1428	26452
chr_28	295_CC_UNK_RUS_F	297743	9094	13766	16691	6169	11.0	937	29767
chr_28	277_CC_UNK_RUS_F	303368	9043	15092	17482	6653	12.7	1033	22867
chr_28	376_CO_PLW_RUS_F	259429	16402	13991	21923	8470	9.9	1629	60548
chr_28	286_CC_UNK_RUS_F	298313	8625	15140	17391	6374	11.0	1095	28292
chr_28	252_CC_SRT_RUS_F	300993	8331	16601	18061	6871	11.3	1171	24445
chr_28	291_CC_UNK_RUS_F	303017	9649	13901	17061	6489	12.4	1101	23803
chr_28	294_CC_UNK_RUS_F	301890	9003	14943	17366	6580	13.0	950	24534
chr_28	276_CC_UNK_RUS_F	311859	9790	15788	18388	7190	19.2	1282	12933
chr_28	436_CC_UNK_ROM_F	104524	2035	5917	6026	1926	2.8	688	237894
chr_28	439_CC_UNK_RUS_F	146395	3151	7787	8264	2674	3.5	916	193037
chr_28	441_CC_UNK_RUS_F	104898	1922	5809	5847	1884	2.8	631	237741
chr_28	443_CC_UNK_RUS_F	126729	2734	7194	7484	2444	3.2	741	213713
chr_28	440_CC_UNK_RUS_F	149024	3162	8300	8782	2680	3.5	944	189884
chr_28	445_CC_UNK_TOG_F	150252	3175	8682	9165	2692	3.5	988	188261
chr_28	431_CC_UNK_EST_F	199520	4212	11560	11914	3858	4.4	1279	135078
chr_28	433_CC_UNK_CHN_F	165391	3832	8796	9533	3095	3.8	1019	172351
chr_28	434_CC_UNK_UKR_F	152745	3309	8469	8848	2930	3.6	856	185847
chr_28	414_CC_GRW_HUN_F	268526	7280	15293	16388	6185	9.7	876	59271
chr_28	412_CC_GRW_HUN_F	270540	7137	15634	16571	6200	11.9	741	57059
chr_28	410_CC_GRW_HUN_F	278498	7591	16348	17353	6586	14.4	1057	47933
chr_28	411_CC_GRW_HUN_F	229491	5868	13152	13855	5165	6.4	792	101859
chr_28	413_CC_GRW_HUN_F	214174	5718	11579	12568	4729	5.7	587	118899
chr_28	416_CC_GRW_HUN_F	264252	7244	15113	16270	6087	11.7	845	63761
chr_28	401_CO_SCC_RUS_F	169707	5163	14248	14224	5187	4.4	775	161252
chr_28	415_CC_GRW_HUN_F	253972	6820	14578	15632	5766	9.0	864	75000
chr_28	301_CC_UNK_RUS_F	245184	6630	12353	13828	5155	5.8	685	86203
chr_28	400_CO_SCC_RUS_F	263350	9308	14499	17292	6515	7.4	1101	63213
chr_28	330_CO_SCC_RUS_F	289208	10478	16300	19265	7513	9.8	1286	34384
chr_28	310_CO_ACW_RUS_F	289192	10309	16569	19422	7456	9.8	1359	34300
chr_28	119_CC_UNK_ENG_F	292408	8196	15656	17288	6564	8.9	1233	34110
chr_28	357_CO_YBW_RUS_F	299732	11076	17358	20446	7988	14.4	1728	22204
chr_28	382_CO_PLW_RUS_F	288037	10283	25018	25485	9816	14.2	1746	27032
chr_28	387_CP_MBW_RUS_F	252716	24148	8619	24035	8732	12.1	11690	64887
chr_28	327_CO_SCC_RUS_F	295558	10485	17100	19833	7752	12.0	1429	27227
chr_29	437_CC_UNK_MAC_F	101701	2292	5787	6112	1967	2.9	610	206009
chr_29	442_CC_UNK_RUS_F	131086	2987	7711	8009	2689	3.4	948	174005
chr_29	435_CC_UNK_UKR_F	117893	2835	6552	6972	2415	3.2	588	188509
chr_29	432_CC_UNK_IRA_F	133626	3011	7661	7992	2680	3.5	799	171491
chr_29	438_CC_UNK_RUS_F	152179	3535	8918	9343	3110	3.8	968	151157
chr_29	444_CC_UNK_MON_F	144336	3207	8624	8998	2833	3.7	998	159622
chr_29	423_CC_GRW_HUN_F	209604	5878	12276	13195	4959	7.4	671	88031
chr_29	419_CC_GRW_HUN_F	219189	6127	12959	13841	5245	7.9	713	77514
chr_29	427_CC_GRW_HUN_F	194443	5530	11288	12249	4569	6.5	591	104528
chr_29	420_CC_GRW_HUN_F	179986	5176	10038	11114	4100	5.1	440	120589
chr_29	418_CC_GRW_HUN_F	173644	4841	9749	10592	3998	4.7	425	127555
chr_29	422_CC_GRW_HUN_F	173300	5035	8823	10013	3845	4.5	418	128631
chr_29	429_CC_GRW_HUN_F	188375	5276	10757	11581	4452	6.1	500	111381
chr_29	421_CC_GRW_HUN_F	157942	4341	8922	9604	3659	4.3	410	144584
chr_29	424_CC_GRW_HUN_F	176303	6669	6240	9445	3464	4.8	338	126577
chr_29	417_CC_GRW_HUN_F	181048	4711	10125	10790	4046	5.1	346	119905
chr_29	428_CC_GRW_HUN_F	174244	4911	9711	10599	4023	4.9	332	126923
chr_29	430_CC_GRW_HUN_F	185662	5187	10824	11593	4418	5.7	499	114116
chr_29	426_CC_GRW_HUN_F	196481	5448	11288	12051	4685	6.8	552	102572
chr_29	393_CC_UNK_RUS_F	165698	4749	8715	9799	3665	4.2	443	136627
chr_29	370_CO_PLW_RUS_F	171177	5942	10101	11450	4593	4.6	840	128569
chr_29	379_CO_PLW_RUS_F	224025	8191	13391	15411	6171	6.7	1060	70182
chr_29	120_CC_UNK_ENG_F	220212	6217	12561	13460	5318	6.1	850	76799
chr_29	380_CO_PLW_RUS_F	228492	8650	13396	15874	6172	7.1	1065	65251
chr_29	283_CC_UNK_RUS_F	240478	7329	12063	14014	5378	7.6	803	55919
chr_29	311_CO_ACW_RUS_F	247677	9185	15090	17297	6978	7.8	1198	43837
chr_29	285_CC_UNK_RUS_F	241027	7400	12913	14673	5640	7.6	863	54449
chr_29	381_CO_PLW_RUS_F	258269	10052	16182	18744	7490	11.6	1500	31286
chr_29	304_CC_UNK_RUS_F	257722	7557	15446	16521	6482	9.6	1078	35064
chr_29	362_CO_PLW_RUS_F	263613	10103	17207	19342	7968	14.1	1426	24866
chr_29	328_CC_SCC_RUS_F	252530	7141	14763	15780	6124	10.3	948	41355
chr_29	317_CO_SCC_RUS_F	259520	9907	16121	18508	7520	11.5	1323	30241
chr_29	295_CC_UNK_RUS_F	261262	8522	13002	15411	6113	10.4	892	33003
chr_29	277_CC_UNK_RUS_F	269239	8588	14371	16436	6523	12.5	1011	23591
chr_29	376_CO_PLW_RUS_F	259007	10271	15721	18577	7415	11.3	1570	30790
chr_29	286_CC_UNK_RUS_F	261895	8157	14155	15952	6360	10.6	1075	31582
chr_29	252_CC_SRT_RUS_F	263979	7852	14985	16228	6609	11.0	984	28973
chr_29	291_CC_UNK_RUS_F	267384	8585	14157	16289	6453	11.9	976	25663
chr_29	294_CC_UNK_RUS_F	264738	8622	13890	16075	6437	12.3	890	28539
chr_29	276_CC_UNK_RUS_F	277912	9178	15383	17474	7087	18.8	1375	13316
chr_29	436_CC_UNK_ROM_F	89930	1758	5216	5365	1609	2.7	622	218885
chr_29	439_CC_UNK_RUS_F	124864	2691	7354	7623	2422	3.3	857	180880
chr_29	441_CC_UNK_RUS_F	89402	1943	4996	5206	1733	2.7	594	219448
chr_29	443_CC_UNK_RUS_F	109876	2439	6382	6596	2225	3.1	644	197092
chr_29	440_CC_UNK_RUS_F	126983	2797	7410	7712	2495	3.4	751	178599
chr_29	445_CC_UNK_TOG_F	127720	2752	7729	7946	2535	3.4	874	177588
chr_29	431_CC_UNK_EST_F	170055	3964	10461	10864	3561	4.2	1135	131309
chr_29	433_CC_UNK_CHN_F	140232	3662	7125	8065	2722	3.6	788	164770
chr_29	434_CC_UNK_UKR_F	128806	3067	7310	7764	2613	3.4	688	176606
chr_29	414_CC_GRW_HUN_F	219758	6106	13200	13971	5335	8.6	741	76725
chr_29	412_CC_GRW_HUN_F	226469	6262	12564	13605	5221	10.0	688	70494
chr_29	410_CC_GRW_HUN_F	231854	6695	13807	14822	5680	12.2	797	63433
chr_29	411_CC_GRW_HUN_F	185649	4969	10955	11574	4350	5.4	547	114216
chr_29	413_CC_GRW_HUN_F	175196	4922	10003	10853	4072	4.9	423	125668
chr_29	416_CC_GRW_HUN_F	215085	6225	12751	13665	5311	10.4	656	81728
chr_29	401_CO_SCC_RUS_F	159094	5354	9835	11013	4176	4.5	702	141506
chr_29	415_CC_GRW_HUN_F	207834	6541	10925	12611	4855	8.2	542	90489
chr_29	301_CC_UNK_RUS_F	213441	6178	11398	12689	4887	5.7	591	84772
chr_29	400_CO_SCC_RUS_F	227529	8264	13803	15813	6254	7.2	1028	66193
chr_29	330_CO_SCC_RUS_F	251590	9335	15509	17747	7097	9.5	1225	39355
chr_29	310_CO_ACW_RUS_F	251120	9317	15657	17903	7071	9.5	1217	39695
chr_29	119_CC_UNK_ENG_F	254698	7415	14438	15664	6189	8.5	1250	39238
chr_29	357_CO_YBW_RUS_F	264832	10179	17100	19286	7993	14.0	1684	23678
chr_29	382_CO_PLW_RUS_F	264119	10212	17452	19675	7989	14.6	1467	24006
chr_29	387_CP_MBW_RUS_F	249694	19798	8758	20552	8004	13.8	11524	37539
chr_29	327_CO_SCC_RUS_F	258505	9697	16530	18567	7660	11.5	1333	31057
chr_2	437_CC_UNK_MAC_F	5176258	109248	259657	262359	106546	3.2	25885	8298687
chr_2	442_CC_UNK_RUS_F	5513036	113656	273453	277971	109138	3.4	29009	7943705
chr_2	435_CC_UNK_UKR_F	6733768	153249	310322	325717	137854	3.8	26533	6646511
chr_2	432_CC_UNK_IRA_F	6482867	139701	316012	323439	132274	3.7	31751	6905270
chr_2	438_CC_UNK_RUS_F	6493726	138543	329184	333798	133929	3.7	34005	6882397
chr_2	444_CC_UNK_MON_F	6326018	130525	317873	319424	128974	3.7	32235	7069434
chr_2	423_CC_GRW_HUN_F	11772507	290166	585553	594143	281576	9.6	28830	1195624
chr_2	419_CC_GRW_HUN_F	12161907	302293	603521	613108	292706	10.3	33373	776129
chr_2	427_CC_GRW_HUN_F	8234232	201477	391888	408463	184902	5.9	17295	5016253
chr_2	420_CC_GRW_HUN_F	8624975	209708	406969	422785	193892	5.2	19054	4602198
chr_2	418_CC_GRW_HUN_F	10378225	255829	494937	511751	239015	6.4	25454	2714859
chr_2	422_CC_GRW_HUN_F	9249374	224290	435002	450919	208373	5.3	20174	3935184
chr_2	429_CC_GRW_HUN_F	8831307	233675	377071	418493	192253	6.2	17578	4401797
chr_2	421_CC_GRW_HUN_F	9430030	231087	450901	467462	214526	6.1	20401	3731832
chr_2	424_CC_GRW_HUN_F	9364481	229992	449392	464665	214719	5.9	21909	3799985
chr_2	417_CC_GRW_HUN_F	9788131	243980	454641	477224	221397	6.4	20559	3357098
chr_2	428_CC_GRW_HUN_F	10441822	253744	506110	517161	242693	6.7	18863	2642174
chr_2	430_CC_GRW_HUN_F	11184412	273043	543647	554468	262222	8.3	25850	1842748
chr_2	426_CC_GRW_HUN_F	11787903	293166	583103	593806	282463	10.5	32499	1179678
chr_2	393_CC_UNK_RUS_F	8809157	233848	346524	394968	185404	4.8	17453	4454321
chr_2	370_CO_PLW_RUS_F	11586017	583676	671722	843860	411538	8.9	54855	1002435
chr_2	379_CO_PLW_RUS_F	11786723	605797	660626	851903	414520	8.9	54195	790704
chr_2	120_CC_UNK_ENG_F	12171801	302673	602896	611435	294134	8.4	39856	766480
chr_2	380_CO_PLW_RUS_F	11870272	606527	673847	861307	419067	9.3	52618	693204
chr_2	283_CC_UNK_RUS_F	12644199	353338	516873	586368	283843	11.2	32298	329440
chr_2	311_CO_ACW_RUS_F	11423494	575629	637650	816355	396924	7.5	41722	1207077
chr_2	285_CC_UNK_RUS_F	12216025	339169	490097	559184	270082	8.6	30174	798559
chr_2	381_CO_PLW_RUS_F	12046005	622552	687044	880861	428735	10.2	53175	488249
chr_2	304_CC_UNK_RUS_F	12660921	315951	639379	643654	311676	11.6	39988	227599
chr_2	362_CO_PLW_RUS_F	12139675	627902	698392	891600	434694	11.1	54573	377881
chr_2	328_CC_SCC_RUS_F	12695059	321175	609694	627367	303502	12.0	34593	217922
chr_2	317_CO_SCC_RUS_F	12185137	632750	693711	891623	434838	11.8	48701	332252
chr_2	295_CC_UNK_RUS_F	12342489	357346	474043	562234	269155	8.8	27879	669972
chr_2	277_CC_UNK_RUS_F	12738716	366578	498166	583026	281718	12.2	28083	240390
chr_2	376_CO_PLW_RUS_F	12082696	632549	674361	878583	428327	10.5	56396	454244
chr_2	286_CC_UNK_RUS_F	12623977	353871	510686	584250	280307	10.3	31505	355316
chr_2	252_CC_SRT_RUS_F	12749907	328655	590243	619275	299623	12.7	32516	175045
chr_2	291_CC_UNK_RUS_F	12768730	368741	502612	587664	283689	12.3	29589	203767
chr_2	294_CC_UNK_RUS_F	12766254	362457	511977	590227	284207	12.4	28706	203162
chr_2	276_CC_UNK_RUS_F	12337530	347202	490325	566045	271482	9.9	26795	668793
chr_2	436_CC_UNK_ROM_F	3806931	75878	185590	187794	73674	2.7	19977	9775451
chr_2	439_CC_UNK_RUS_F	4980033	104136	240393	247631	96898	3.1	26437	8519288
chr_2	441_CC_UNK_RUS_F	3991019	79198	191928	194750	76376	2.8	20382	9581705
chr_2	443_CC_UNK_RUS_F	4564602	94649	219109	222506	91252	3.0	20712	8965490
chr_2	440_CC_UNK_RUS_F	5773822	123689	289110	294671	118128	3.4	29409	7657229
chr_2	445_CC_UNK_TOG_F	5944349	125005	294631	300738	118898	3.5	31528	7479865
chr_2	431_CC_UNK_EST_F	7011225	149681	360594	363134	147141	4.0	36060	6322350
chr_2	433_CC_UNK_CHN_F	6833452	165137	282522	317241	130418	3.8	33174	6562739
chr_2	434_CC_UNK_UKR_F	7001133	151579	347719	352137	147161	3.9	31427	6343419
chr_2	414_CC_GRW_HUN_F	12202044	309516	595083	611922	292677	10.2	31844	737207
chr_2	412_CC_GRW_HUN_F	12336272	305652	612218	620697	297173	11.0	27519	589708
chr_2	410_CC_GRW_HUN_F	12532937	309337	633136	635842	306631	12.8	28314	368440
chr_2	411_CC_GRW_HUN_F	9930671	233232	493203	495488	230947	6.0	24634	3186744
chr_2	413_CC_GRW_HUN_F	9127455	223040	431706	447725	207021	5.8	20584	4061649
chr_2	416_CC_GRW_HUN_F	11579024	288617	579125	588736	279006	12.6	30618	1397084
chr_2	401_CO_SCC_RUS_F	10639214	525039	604340	761930	367449	7.0	39539	2075257
chr_2	415_CC_GRW_HUN_F	11899821	303922	580856	600035	284743	11.9	30000	1059251
chr_2	301_CC_UNK_RUS_F	11408166	296745	490950	531583	256112	7.0	27543	1647989
chr_2	400_CO_SCC_RUS_F	11530734	584245	642294	827002	399537	8.0	41397	1086577
chr_2	330_CO_SCC_RUS_F	12200738	635169	695882	893725	437326	12.6	46941	312061
chr_2	310_CO_ACW_RUS_F	12221826	637672	699886	898181	439377	13.3	50848	284466
chr_2	119_CC_UNK_ENG_F	12547961	313946	631535	637504	307977	10.1	41916	350408
chr_2	357_CO_YBW_RUS_F	12038695	614139	692954	879060	428033	10.3	49885	498062
chr_2	382_CO_PLW_RUS_F	11820231	601033	676387	861403	416017	9.5	51905	746199
chr_2	387_CP_MBW_RUS_F	11337482	1071397	443401	1032464	482334	10.3	745109	991570
chr_2	327_CO_SCC_RUS_F	12163106	627724	692659	887669	432714	11.3	47330	360361
chr_3	437_CC_UNK_MAC_F	3954013	89229	207786	211629	85386	3.2	19601	6323661
chr_3	442_CC_UNK_RUS_F	4270656	94294	220073	225943	88424	3.4	22015	5989666
chr_3	435_CC_UNK_UKR_F	5104672	121866	249945	261787	110024	3.8	20135	5098206
chr_3	432_CC_UNK_IRA_F	4977722	112927	251270	258908	105289	3.7	23959	5232770
chr_3	438_CC_UNK_RUS_F	4990901	112192	271778	274600	109370	3.8	26427	5199818
chr_3	444_CC_UNK_MON_F	4869724	107695	256291	260414	103572	3.7	24793	5340979
chr_3	423_CC_GRW_HUN_F	8960205	238015	469342	482644	224713	9.4	24822	907127
chr_3	419_CC_GRW_HUN_F	9339174	249442	498627	508856	239213	11.1	26529	487446
chr_3	427_CC_GRW_HUN_F	6475546	165843	331815	344065	153593	6.1	14869	3601485
chr_3	420_CC_GRW_HUN_F	6663069	170395	335680	348419	157656	5.2	15359	3405545
chr_3	418_CC_GRW_HUN_F	7903371	205573	403690	417269	191994	6.4	17902	2062055
chr_3	422_CC_GRW_HUN_F	7052448	180613	352279	366128	166764	5.3	15121	2989349
chr_3	429_CC_GRW_HUN_F	6916395	212977	274594	335848	151723	6.4	14117	3170723
chr_3	421_CC_GRW_HUN_F	7249577	187891	367263	381123	174031	6.1	11952	2769958
chr_3	424_CC_GRW_HUN_F	7206169	187793	362088	378171	171710	5.9	16675	2818639
chr_3	417_CC_GRW_HUN_F	7534710	194968	388079	399931	183116	6.5	14647	2456932
chr_3	428_CC_GRW_HUN_F	8009805	204268	410269	420349	194188	6.8	15248	1950347
chr_3	430_CC_GRW_HUN_F	8561068	224218	446069	457242	213045	8.4	21583	1343334
chr_3	426_CC_GRW_HUN_F	9004074	237705	478424	487720	228409	10.5	25036	854486
chr_3	393_CC_UNK_RUS_F	6664583	184882	286754	322882	148754	4.8	12891	3438470
chr_3	370_CO_PLW_RUS_F	8769663	410211	538127	640337	308001	8.6	41222	856688
chr_3	379_CO_PLW_RUS_F	9000167	434862	534113	655715	313260	8.9	41521	605547
chr_3	120_CC_UNK_ENG_F	9196439	242945	492593	499135	236403	8.3	30326	642712
chr_3	380_CO_PLW_RUS_F	9055429	436591	539819	660770	315640	9.2	40443	542850
chr_3	283_CC_UNK_RUS_F	9601290	284515	419557	477324	226748	11.1	24440	269327
chr_3	311_CO_ACW_RUS_F	8700102	411097	508608	622568	297137	7.4	31987	954882
chr_3	285_CC_UNK_RUS_F	9249262	271392	393011	449940	214463	8.4	22104	661024
chr_3	381_CO_PLW_RUS_F	9207761	445453	561309	681333	325429	10.3	41340	360166
chr_3	304_CC_UNK_RUS_F	9630407	263094	495906	513816	245184	11.6	30566	185282
chr_3	362_CO_PLW_RUS_F	9282315	457003	555252	684543	327712	11.3	41924	280119
chr_3	328_CC_SCC_RUS_F	9637866	258278	502868	515596	245550	12.0	26408	175677
chr_3	317_CO_SCC_RUS_F	9314983	451469	567440	688312	330597	11.8	39547	240797
chr_3	295_CC_UNK_RUS_F	9370664	295066	365291	448623	211734	8.8	19454	543668
chr_3	277_CC_UNK_RUS_F	9666438	289774	413862	476720	226916	12.4	21767	204615
chr_3	376_CO_PLW_RUS_F	9243176	457520	537266	672559	322227	10.5	42360	336727
chr_3	286_CC_UNK_RUS_F	9591722	284507	413675	474242	223940	10.3	23854	284785
chr_3	252_CC_SRT_RUS_F	9692305	266088	476793	503442	239439	12.7	24727	139503
chr_3	291_CC_UNK_RUS_F	9710199	299410	399155	473828	224737	12.3	20874	165925
chr_3	294_CC_UNK_RUS_F	9702797	295340	412893	480838	227395	12.4	21797	163659
chr_3	276_CC_UNK_RUS_F	9393805	280746	398054	461824	216976	10.2	20468	502084
chr_3	436_CC_UNK_ROM_F	2937026	61774	152277	153883	60168	2.7	15145	7423612
chr_3	439_CC_UNK_RUS_F	3846449	85084	197348	203551	78881	3.2	20180	6445808
chr_3	441_CC_UNK_RUS_F	3070349	64213	156052	158690	61575	2.8	15215	7284075
chr_3	443_CC_UNK_RUS_F	3516421	77919	190019	189818	78120	3.0	15988	6790330
chr_3	440_CC_UNK_RUS_F	4457438	100857	232473	239092	94238	3.5	22623	5783921
chr_3	445_CC_UNK_TOG_F	4561014	100943	240333	244781	96495	3.5	23541	5672399
chr_3	431_CC_UNK_EST_F	5400061	119579	291261	293420	117420	4.0	27258	4763788
chr_3	433_CC_UNK_CHN_F	5230635	131738	233390	259585	105543	3.9	24681	4978926
chr_3	434_CC_UNK_UKR_F	5324843	123769	287577	289992	121354	3.9	23365	4838500
chr_3	414_CC_GRW_HUN_F	9283475	247823	491068	503328	235563	10.2	24317	552323
chr_3	412_CC_GRW_HUN_F	9368019	252052	497181	509874	239359	11.0	23892	457437
chr_3	410_CC_GRW_HUN_F	9522227	255729	510003	519723	246009	12.8	23624	286730
chr_3	411_CC_GRW_HUN_F	7605468	191715	400761	406283	186193	6.1	19768	2376745
chr_3	413_CC_GRW_HUN_F	7046118	180763	356668	369712	167719	5.8	16097	2991140
chr_3	416_CC_GRW_HUN_F	8889734	235630	471059	482812	223877	12.8	23871	978266
chr_3	401_CO_SCC_RUS_F	8032482	369120	484268	578726	274662	6.9	30783	1688819
chr_3	415_CC_GRW_HUN_F	9095321	244811	485124	497243	232692	12.0	21951	749433
chr_3	301_CC_UNK_RUS_F	8631686	232443	399679	428930	203192	6.9	20261	1310881
chr_3	400_CO_SCC_RUS_F	8794380	414490	526335	638372	302453	7.9	33098	839484
chr_3	330_CO_SCC_RUS_F	9333950	461429	549736	683852	327313	12.4	37868	229574
chr_3	310_CO_ACW_RUS_F	9345468	455584	569479	692368	332695	13.1	39554	204158
chr_3	119_CC_UNK_ENG_F	9519906	255334	508770	518763	245341	10.0	31853	290679
chr_3	357_CO_YBW_RUS_F	9221531	420728	574439	673561	321606	10.4	37656	357991
chr_3	382_CO_PLW_RUS_F	9048489	429008	550826	663598	316236	9.7	39643	546366
chr_3	387_CP_MBW_RUS_F	8682009	822656	313212	778109	357759	10.5	537364	756812
chr_3	327_CO_SCC_RUS_F	9294945	450696	561389	684092	327993	11.3	36755	267659
chr_4	437_CC_UNK_MAC_F	2565800	56991	132165	133921	55235	3.2	12444	4225025
chr_4	442_CC_UNK_RUS_F	2748683	60769	143087	145624	58232	3.3	14304	4027442
chr_4	435_CC_UNK_UKR_F	3329876	78441	162830	168947	72324	3.8	12929	3408834
chr_4	432_CC_UNK_IRA_F	3236237	76950	152892	162601	67241	3.7	15117	3513902
chr_4	438_CC_UNK_RUS_F	3240855	72468	171436	173398	70506	3.7	16835	3495222
chr_4	444_CC_UNK_MON_F	3149267	69254	165961	167186	68029	3.6	16235	3595499
chr_4	423_CC_GRW_HUN_F	5843105	151647	305757	310164	147240	9.2	16494	679472
chr_4	419_CC_GRW_HUN_F	6122267	164077	318067	325965	156179	10.7	17356	375570
chr_4	427_CC_GRW_HUN_F	4069171	106701	205438	214975	97164	5.8	8663	2598671
chr_4	420_CC_GRW_HUN_F	4240764	108222	213382	220303	101301	5.1	9881	2417613
chr_4	418_CC_GRW_HUN_F	5082625	134738	247534	260333	121939	6.1	13139	1515084
chr_4	422_CC_GRW_HUN_F	4536262	118370	218352	230181	106541	5.2	8475	2106997
